slug,desa,kecamatan,kabupaten,provinsi,last_scraped,hero_ada_foto,pengurus_jumlah_foto,pengurus_jumlah_orang,unit_usaha_ada_data,unit_usaha_jumlah_foto,unit_usaha_jumlah_foto_unik,produk_usaha_jumlah_foto,produk_usaha_jumlah_foto_unik,galeri_jumlah_foto,galeri_jumlah_foto_unik,galeri_skor,artikel_jumlah_foto,artikel_jumlah_foto_unik,completeness_score,scrape_incomplete,potensi_jumlah_terisi,penduduk_laki_laki,penduduk_perempuan,penduduk_total,potensi_nilai_total_rp,potensi_sdm_total,potensi_jumlah_jenis,kode_desa,artikel_tanggal_lokal_terbaru,artikel_hari_sejak_update_lokal,artikel_jumlah_lokal,artikel_jumlah_nasional,artikel_ada_nasional,tentang_ada_konten,potensi_ada_data,pengurus_terisi,pengurus_foto_asli,produk_usaha_ada,artikel_ada_lokal,pengurus_data_belum_ada,personel_completeness,keaktifan_score,kelengkapan_usaha_score,kopdes_density_kecamatan,penduduk_total_calc,penduduk_data_konsisten,kopdes_per_1000_penduduk,kopdes_per_1000_penduduk_log,kopdes_lq_kecamatan,personel_completeness_zscore_kabupaten,keaktifan_score_zscore_kabupaten,kelengkapan_usaha_score_zscore_kabupaten,digital_readiness_score,potensi_nilai_outlier_suspect,potensi_nilai_total_rp_capped,lof_outlier,pengurus_jumlah_foto_capped,unit_usaha_jumlah_foto_capped,unit_usaha_jumlah_foto_unik_capped,produk_usaha_jumlah_foto_capped,produk_usaha_jumlah_foto_unik_capped,galeri_jumlah_foto_capped,galeri_jumlah_foto_unik_capped,artikel_jumlah_foto_capped,artikel_jumlah_foto_unik_capped,potensi_sdm_total_capped,penduduk_total_capped,cluster_k7,publikasi_konten_score,kelengkapan_profil_score,indeks_digitalisasi_operasional,log_potensi_nilai,log_potensi_jumlah
adiwarno-kecamatan-buayan,Adiwarno,Buayan,Kabupaten Kebumen,Jawa Tengah,2026-07-23 12:01:28,True,3,6,True,3,3,1,1,60,3,3,4,4,83.0,False,1,1321,1296,2617,250000000,10,1,33.05.02.2003,2026-03-30,121.0,1,3,True,True,True,True,True,True,True,False,0.5,0.7356399765025796,1.0,20,2617,True,0.1592584924591104,0.14778057008456227,1.153,1.02,4.857,3.243,0.7216379317845628,False,250000000.0,False,3,3.0,3.0,1.0,1.0,60.0,3.0,4.0,4.0,10.0,2617.0,2,0.9205714460298322,1.0,0.8097547452629108,19.33697147982652,0.6931471805599453
aek-bamban-kecamatan-aek-songsongan,Aek Bamban,Aek Songsongan,Kabupaten Asahan,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,7760,7460,1522,0,0,0,12.09.21.2004,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,3,15220,False,0.07853403141361257,0.0756027407429512,1.085,-0.514,-0.366,-0.57,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522.0,5,0.0,0.0,0.0,0.0,0.0
aek-bargot-kecamatan-padang-bolak-julu,Aek Bargot,Padang Bolak Julu,Kabupaten Padang Lawas Utara,Sumatera Utara,2026-07-23 12:01:28,True,0,4,False,0,0,0,0,0,0,0,0,0,25.0,False,0,1260,1320,2580,0,0,0,12.20.05.2018,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,21,2580,True,0.165263240733454,0.1529470192041845,1.878,-0.29,-0.116,,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580.0,5,0.0,0.5252,0.15162524,0.0,0.0
aek-bargot-kecamatan-sosopan,Aek Bargot,Sosopan,Kabupaten Padang Lawas,Sumatera Utara,2026-07-23 12:01:28,False,1,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,4600,4430,9030,0,0,0,12.21.01.2009,,,0,3,True,False,False,True,True,False,False,False,0.16666666666666666,0.0,0.0,5,9030,True,0.22512381809995496,0.20304191488881884,1.045,1.334,-0.202,-0.214,0.0769666666666666,False,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9030.0,5,0.0,0.0,0.0598,0.0,0.0
aek-batang-paya-kecamatan-sipirok,Aek Batang Paya,Sipirok,Kabupaten Tapanuli Selatan,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,4520,3900,8420,0,0,0,12.03.04.2113,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,35,8420,True,0.12036094528047539,0.11365090596020526,3.029,-0.483,-0.309,-0.477,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8420.0,5,0.0,0.0,0.0,0.0,0.0
aek-bayur-kecamatan-padangsidimpuan-batunadua,Aek Bayur,Padangsidimpuan Batunadua,Kota Padangsidimpuan,Sumatera Utara,2026-07-23 12:01:28,True,0,8,False,0,0,0,0,0,0,0,0,0,25.0,False,0,8930,8520,1745,0,0,0,12.77.03.2009,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,2,17450,False,0.06361323155216285,0.06167182065549508,0.769,-0.277,,,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.0,5,0.0,0.5252,0.15162524,0.0,0.0
aek-buru-selatan-kecamatan-bilah-barat,Aek Buru Selatan,Bilah Barat,Kabupaten Labuhanbatu,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,1910,1710,3620,0,0,0,12.10.07.2008,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,6,3620,True,0.19841925989616058,0.1810034049935984,1.227,-0.649,-0.386,-0.601,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3620.0,5,0.0,0.0,0.0,0.0,0.0
aek-gambir-kecamatan-lumut,Aek Gambir,Lumut,Kabupaten Tapanuli Tengah,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,9020,9200,1822,0,0,0,12.01.19.2002,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,2,18220,False,0.0798817749730399,0.07685156752655574,0.653,-0.237,-0.233,-0.251,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1822.0,5,0.0,0.0,0.0,0.0,0.0
aek-godang-kecamatan-hulu-sihapas,Aek Godang,Hulu Sihapas,Kabupaten Padang Lawas Utara,Sumatera Utara,2026-07-23 12:01:28,False,0,3,False,0,0,0,0,0,0,0,0,0,0.0,False,0,5740,5500,1124,0,0,0,12.20.09.2001,,,0,3,True,False,False,False,False,False,False,False,0.0,0.0,0.0,7,11240,False,0.15625,0.1451820098444979,0.626,-0.29,-0.116,,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,5,0.0,0.0,0.0,0.0,0.0
aek-guo-kecamatan-batang-natal,Aek Guo,Batang Natal,Kabupaten Mandailing Natal,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,1080,1250,2330,0,0,0,12.13.13.2001,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,3,2330,True,0.18738288569643974,0.1717516294917145,0.831,-0.542,-0.278,-0.46,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,5,0.0,0.0,0.0,0.0,0.0
aek-haruaya-kecamatan-portibi,Aek Haruaya,Portibi,Kabupaten Padang Lawas Utara,Sumatera Utara,2026-07-23 12:01:28,False,0,4,False,0,0,0,0,0,0,0,0,0,15.0,False,0,9790,9810,196,0,0,0,12.20.06.2004,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,28,19600,False,0.13075435925694165,0.12288498455913521,2.504,-0.29,-0.116,,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,5,0.0,0.0,0.0,0.0,0.0
aek-korsik-kecamatan-aek-kuo,Aek Korsik,Aek Kuo,Kabupaten Labuhanbatu Utara,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,7911,7441,15352,0,0,0,12.23.04.2001,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,4,15352,True,0.0652613717940351,0.06322018857585877,1.524,-0.432,-0.304,-0.397,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15352.0,5,0.0,0.0,0.0,0.0,0.0
aek-lancat-kecamatan-lubuk-barumun,Aek Lancat,Lubuk Barumun,Kabupaten Padang Lawas,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,30.0,False,1,5830,6220,1205,3000000,2,1,12.21.04.2009,,,0,3,True,False,True,True,False,False,False,False,0.0,0.0,0.0,12,12050,False,0.12875536480686697,0.121115578612064,2.507,-0.207,-0.202,-0.214,0.0,False,3000000.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1205.0,1,0.0,0.0,0.0,14.914123179965662,0.6931471805599453
aek-loba-pekan-kecamatan-aek-kuasan,Aek Loba Pekan,Aek Kuasan,Kabupaten Asahan,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,25.0,False,0,3316,318,6496,0,0,0,12.09.18.1001,,,0,3,True,True,False,True,False,False,False,False,0.0,0.0,0.0,2,3634,False,0.3189792663476874,0.2768581543907706,0.723,-0.514,-0.366,-0.57,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6496.0,5,0.0,0.4748,0.13707476000000002,0.0,0.0
aek-mual-kecamatan-siabu,Aek Mual,Siabu,Kabupaten Mandailing Natal,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,2800,2790,5590,0,0,0,12.13.06.2001,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,10,5590,True,0.11634129883426018,0.11005664053288744,2.769,-0.542,-0.278,-0.46,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5590.0,5,0.0,0.0,0.0,0.0,0.0
aek-nabara-kecamatan-batang-natal,Aek Nabara,Batang Natal,Kabupaten Mandailing Natal,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,3030,2710,5740,0,0,0,12.13.13.2004,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,3,5740,True,0.18738288569643974,0.1717516294917145,0.831,-0.542,-0.278,-0.46,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5740.0,5,0.0,0.0,0.0,0.0,0.0
aek-nabara-kecamatan-marancar,Aek Nabara,Marancar,Kabupaten Tapanuli Selatan,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,4240,4000,8240,0,0,0,12.03.20.2032,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,10,8240,True,0.11019040902679832,0.10453154027677926,0.865,-0.483,-0.309,-0.477,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8240.0,5,0.0,0.0,0.0,0.0,0.0
aek-nabara-kecamatan-simangumban,Aek Nabara,Simangumban,Kabupaten Tapanuli Utara,Sumatera Utara,2026-07-23 12:01:28,False,0,5,False,0,0,0,0,0,0,0,0,0,25.0,False,0,4750,5580,1033,0,0,0,12.02.07.2004,,,0,3,True,True,False,True,False,False,False,False,0.0,0.0,0.0,8,10330,False,0.179589637677906,0.16516661331367324,1.1,-0.237,-0.245,-0.329,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,5,0.0,0.4748,0.13707476000000002,0.0,0.0
aek-natas-kecamatan-angkola-selatan,Aek Natas,Angkola Selatan,Kabupaten Tapanuli Selatan,Sumatera Utara,2026-07-23 12:01:28,False,0,6,True,1,1,0,0,20,1,1,0,0,41.0,False,1,8880,8420,173,720000000,80,1,12.03.06.2015,,,0,3,True,False,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,8,17300,False,0.12346250598021513,0.11641543957209982,0.692,-0.483,-0.062,1.714,0.200417308,False,720000000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,80.0,173.0,3,0.0,0.0,0.11695143999999999,20.394761771363264,0.6931471805599453
aek-nauli-i-kecamatan-sipahutar,Aek Nauli I,Sipahutar,Kabupaten Tapanuli Utara,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,6060,6190,1225,0,0,0,12.02.12.2016,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,1,12250,False,0.08163265306122448,0.07847161544149522,0.138,-0.237,-0.245,-0.329,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,5,0.0,0.0,0.0,0.0,0.0
aek-nauli-kecamatan-hulu-sihapas,Aek Nauli,Hulu Sihapas,Kabupaten Padang Lawas Utara,Sumatera Utara,2026-07-23 12:01:28,False,0,3,False,0,0,0,0,0,0,0,0,0,0.0,False,0,8140,7880,1602,0,0,0,12.20.09.2002,,,0,3,True,False,False,False,False,False,False,False,0.0,0.0,0.0,7,16020,False,0.15625,0.1451820098444979,0.626,-0.29,-0.116,,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,5,0.0,0.0,0.0,0.0,0.0
aek-nauli-kecamatan-medang-deras,Aek Nauli,Medang Deras,Kabupaten Batu Bara,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,5110,5190,103,0,0,0,12.19.01.2003,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,20,10300,False,0.1351104866004175,0.12672999121804104,1.69,-0.448,-0.465,-1.284,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,5,0.0,0.0,0.0,0.0,0.0
aek-nauli-kecamatan-pangururan,Aek Nauli,Pangururan,Kabupaten Samosir,Sumatera Utara,2026-07-23 12:01:28,False,0,6,True,1,1,0,0,20,1,1,0,0,41.0,False,4,2470,2060,4530,3120000000,240,4,12.17.08.2024,,,0,3,True,False,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,5,4530,True,0.11450556497045755,0.10841086707533784,1.0,-1.292,-0.339,0.286,0.200417308,False,3120000000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,240.0,4530.0,3,0.0,0.0,0.11695143999999999,21.861098839088314,1.6094379124341003
aek-nauli-kecamatan-siantar-selatan,Aek Nauli,Siantar Selatan,Kota Pematangsiantar,Sumatera Utara,2026-07-23 12:01:28,False,0,6,True,2,2,0,0,40,2,2,0,0,27.0,False,0,1893,2048,3941,0,0,0,12.72.04.1006,,,0,3,True,False,False,True,False,False,False,False,0.0,0.05764,0.6266333333333334,1,3941,True,0.2537427048972342,0.22613324165074633,0.35,-0.481,0.033,0.457,0.235212536,False,0.0,False,0,2.0,2.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,3941.0,6,0.0,0.0,0.13460084,0.0,0.0
aek-ngadol-sitinjak-kecamatan-batang-toru,Aek Ngadol Sitinjak,Batang Toru,Kabupaten Tapanuli Selatan,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,6540,6290,1283,0,0,0,12.03.02.2036,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,20,12830,False,0.0996710854181202,0.0950111218346933,1.731,-0.483,-0.309,-0.477,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,5,0.0,0.0,0.0,0.0,0.0
aek-pardomuan-kecamatan-angkola-sangkunur,Aek Pardomuan,Angkola Sangkunur,Kabupaten Tapanuli Selatan,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,4720,4690,9410,0,0,0,12.03.31.2006,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,10,9410,True,0.10056719900237339,0.09582568236674721,0.865,-0.483,-0.309,-0.477,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9410.0,5,0.0,0.0,0.0,0.0,0.0
aek-sabaon-kecamatan-marancar,Aek Sabaon,Marancar,Kabupaten Tapanuli Selatan,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,3530,3440,6970,0,0,0,12.03.20.2035,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,10,6970,True,0.11019040902679832,0.10453154027677926,0.865,-0.483,-0.309,-0.477,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6970.0,5,0.0,0.0,0.0,0.0,0.0
aek-siala-kecamatan-portibi,Aek Siala,Portibi,Kabupaten Padang Lawas Utara,Sumatera Utara,2026-07-23 12:01:28,True,1,4,False,0,0,0,0,0,0,0,0,0,45.0,False,0,2070,2000,4070,0,0,0,12.20.06.2021,,,0,3,True,True,False,True,True,False,False,False,0.25,0.0,0.0,28,4070,True,0.13075435925694165,0.12288498455913521,2.504,2.037,-0.116,,0.11545,False,0.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4070.0,5,0.0,1.0,0.3784,0.0,0.0
aek-tangga-kecamatan-dolok,Aek Tangga,Dolok,Kabupaten Padang Lawas Utara,Sumatera Utara,2026-07-23 12:01:28,True,0,3,False,0,0,0,0,0,0,0,0,0,25.0,False,0,460,470,930,0,0,0,12.20.02.2083,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,21,930,True,0.2657218777679362,0.23564261378020537,1.878,-0.29,-0.116,,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,5,0.0,0.5252,0.15162524,0.0,0.0
aek-torop-kecamatan-portibi,Aek Torop,Portibi,Kabupaten Padang Lawas Utara,Sumatera Utara,2026-07-23 12:01:28,False,0,4,False,0,0,0,0,0,0,0,0,0,15.0,False,0,3350,3230,6580,0,0,0,12.20.06.2027,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,28,6580,True,0.13075435925694165,0.12288498455913521,2.504,-0.29,-0.116,,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6580.0,5,0.0,0.0,0.0,0.0,0.0
aeng-panas-kecamatan-pragaan,Aeng Panas,Pragaan,Kabupaten Sumenep,Jawa Timur,2026-07-23 12:57:23,False,1,6,True,0,0,0,0,0,0,0,0,0,60.0,False,1,2151,2302,4453,1500000000,100,1,35.29.11.2013,,,0,3,True,True,True,True,True,False,False,False,0.16666666666666666,0.0,0.4623,14,4453,True,0.17442005332270202,0.16077445410929167,1.199,-0.468,-0.451,0.936,0.2425887466666666,False,1500000000.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4453.0,3,0.0,0.4748,0.2961768,21.12873094572124,0.6931471805599453
aengdake-kecamatan-bluto,Aeng Dake,Bluto,Kabupaten Sumenep,Jawa Timur,2026-07-23 12:56:18,False,6,6,True,1,1,0,0,20,1,1,0,0,51.0,False,3,1721,1814,3535,600000000,315,3,35.29.05.2006,,,0,3,True,False,True,True,True,False,False,False,1.0,0.02882,0.5444666666666667,12,3535,True,0.13670072793137625,0.12812996810037836,1.027,1.696,-0.284,1.237,0.662217308,False,600000000.0,False,6,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,315.0,3535.0,0,0.0,0.0,0.47575144,20.21244021484709,1.3862943611198906
aengmerah-kecamatan-batuputih,Aengmerah,Batuputih,Kabupaten Sumenep,Jawa Timur,2026-07-23 12:58:21,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,207,2263,4333,0,0,0,35.29.17.2001,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,13,2470,False,0.14744076850665186,0.13753404376118872,1.113,-0.9,-0.451,-0.749,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4333.0,5,0.0,0.0,0.0,0.0,0.0
aengtongtong-kecamatan-saronggi,Aengtongtong,Saronggi,Kabupaten Sumenep,Jawa Timur,2026-07-23 12:56:38,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,7640,8080,1572,0,0,0,35.29.06.2012,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,13,15720,False,0.1349373579265318,0.12657745815611568,1.113,-0.9,-0.451,-0.749,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0,5,0.0,0.0,0.0,0.0,0.0
aepodu-kecamatan-laeya,Aepodu,Laeya,Kabupaten Konawe Selatan,Sulawesi Tenggara,2026-07-23 14:07:36,False,0,3,False,0,0,0,0,0,0,0,0,0,15.0,False,0,6950,6460,1341,0,0,0,74.05.19.2003,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,6,13410,False,0.07088846880907372,0.06848864860976162,1.468,-0.77,-0.372,-0.732,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1341.0,5,0.0,0.0,0.0,0.0,0.0
afia-kecamatan-lahewa,Afia,Lahewa,Kabupaten Nias Utara,Sumatera Utara,2026-07-23 12:01:28,True,0,6,True,1,1,0,0,20,1,1,0,0,61.0,False,2,5700,5720,1142,15000000,20,2,12.24.10.2016,,,0,3,True,True,True,True,False,False,False,False,0.0,0.02882,0.5444666666666667,6,11420,False,0.09192584648383637,0.08794296886665329,2.625,-0.489,-0.091,1.253,0.200417308,False,15000000.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,20.0,1142.0,3,0.0,1.0,0.40565144,16.52356082573315,1.0986122886681098
agotey-kecamatan-mandolang,Agotey,Mandolang,Kabupaten Minahasa,Sulawesi Utara,2026-07-23 13:46:10,True,0,6,True,1,1,0,0,20,1,1,0,0,36.0,False,0,3390,2950,6340,0,0,0,71.02.23.2012,,,0,3,True,False,False,True,False,False,False,False,0.0,0.02882,0.5444666666666667,1,6340,True,0.1577287066246057,0.14646007417728968,0.288,-0.578,-0.383,0.946,0.200417308,False,0.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,6340.0,6,0.0,0.5252,0.26857668,0.0,0.0
agung-jaya-kecamatan-air-manjunto,Agung Jaya,Air Manjunto,Kabupaten Mukomuko,Bengkulu,2026-07-23 12:01:28,True,4,4,True,4,4,0,0,80,4,4,13,13,69.0,False,1,1014,9720,1986,300000000,30,1,17.06.13.2004,2025-12-03,238.0,2,11,True,False,True,True,True,False,True,False,1.0,0.7483974955863969,0.7088,8,10734,False,0.07163452067551353,0.06918507231233537,0.992,2.312,4.238,2.115,0.8505593507081997,False,300000000.0,False,4,4.0,4.0,0.0,0.0,80.0,4.0,13.0,13.0,30.0,1986.0,2,0.9002231083402643,0.5252,0.7867262243292884,19.519293035953808,0.6931471805599453
agung-jaya-kecamatan-banjar-margo,Agung Jaya,Banjar Margo,Kabupaten Tulang Bawang,Lampung,2026-07-23 12:01:28,False,0,0,True,1,1,0,0,20,1,1,0,0,36.0,False,4,2522,2351,4873,40,612,4,18.05.20.2010,,,0,3,True,True,True,False,False,False,False,True,0.0,0.02882,0.5444666666666667,3,4873,True,0.15196028771147807,0.14146508920683487,0.589,-0.276,-0.248,0.729,0.200417308,False,40.0,False,0,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,612.0,4873.0,3,0.0,0.4748,0.2540262,3.713572066704308,1.6094379124341003
agung-jaya-kecamatan-lalan,Agung Jaya,Lalan,Kabupaten Musi Banyuasin,Sumatera Selatan,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,6620,6210,1283,0,0,0,16.06.11.2011,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,21,12830,False,0.09725959512219973,0.09281579424808534,2.579,-0.524,-0.347,-0.383,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,5,0.0,0.0,0.0,0.0,0.0
agung-jaya-kecamatan-way-kenanga,Agung Jaya,Way Kenanga,Kabupaten Tulang Bawang Barat,Lampung,2026-07-24 11:53:26,True,2,6,True,1,1,0,0,20,1,1,0,0,61.0,False,7,1215,1141,2356,15813000000,1905,7,18.12.06.2001,,,0,3,True,False,True,True,True,False,False,False,0.3333333333333333,0.02882,0.5444666666666667,3,2356,True,0.1800504141159525,0.16555716139201507,0.643,0.283,-0.366,0.777,0.3543506413333333,False,15813000000.0,False,2,1.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,1905.0,2356.0,3,0.0,0.5252,0.38817668,23.48409822355083,2.0794415416798357
agung-kecamatan-tanjung,Agung,Tanjung,Kabupaten Tabalong,Kalimantan Selatan,2026-07-23 13:39:43,True,6,6,True,1,1,0,0,20,1,1,3,3,61.0,False,0,1432,1438,287,0,0,0,63.09.04.1003,2026-05-14,76.0,2,1,True,True,False,True,True,False,True,False,1.0,0.692323726916362,0.5444666666666667,3,2870,False,0.21957110444265535,0.19849924320013565,1.304,1.179,2.104,0.289,0.7812498766087954,False,0.0,False,6,1.0,1.0,0.0,0.0,20.0,1.0,3.0,3.0,0.0,287.0,2,0.938717118041625,1.0,0.893806658866136,0.0,0.0
agung-mulya-kecamatan-telaga-antang,Agung Mulya,Telaga Antang,Kabupaten Kotawaringin Timur,Kalimantan Tengah,2026-07-23 13:33:09,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,1007,9680,1975,0,0,0,62.02.17.2009,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,6,10687,False,0.10855602395469596,0.10305828912610922,1.882,-0.27,-0.315,-0.14,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,5,0.0,0.0,0.0,0.0,0.0
agung-timur-kecamatan-kalirejo,Agung Timur,Kalirejo,Kabupaten Lampung Tengah,Lampung,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,30.0,False,1,17,1555,3255,7280000000,450,1,18.02.01.2016,,,0,3,True,False,True,True,False,False,False,False,0.0,0.0,0.0,11,1572,False,0.15131714698397414,0.14090663217119437,1.803,-0.466,-0.499,-1.357,0.0,False,7280000000.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,3255.0,1,0.0,0.0,0.0,22.70839669929237,0.6931471805599453
ahedano-kecamatan-idanogawo,Ahedano,Idanogawo,Kabupaten Nias,Sumatera Utara,2026-07-23 12:01:28,False,0,6,False,0,0,0,0,0,0,0,0,0,15.0,False,0,5070,5450,1052,0,0,0,12.04.10.2017,,,0,3,True,False,False,True,False,False,False,False,0.0,0.0,0.0,19,10520,False,0.1287611818921117,0.12112073213818388,1.434,-0.427,-0.165,-0.356,0.0,False,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.0,5,0.0,0.0,0.0,0.0,0.0
